epoch,decorrelation/decoder_loss,decorrelation/discriminator_loss,decorrelation/encoder_loss,decorrelation/fake_accuracy,decorrelation/real_accuracy,_timestamp,_runtime
0,0.1605076,0.19938976,0.75270087,0.92578125,0.55859375,1646721385,78
1,0.15137798,0.1508311,0.5891866,0.91796875,0.6875,1646721386,79
2,0.1521925,0.2909767,0.25948772,0.41015625,0.51171875,1646721386,79
3,0.13674173,0.22293131,0.39421445,0.78125,0.56640625,1646721386,80
4,0.12710434,0.34539542,0.13750742,0.15234375,0.85546875,1646721387,80
5,0.11026424,0.26581442,0.16981293,0.13671875,0.87109375,1646721387,80
6,0.09516013,0.260055,0.29731208,0.5546875,0.5234375,1646721388,81
7,0.09884083,0.25010568,0.2857976,0.57421875,0.55078125,1646721388,81
8,0.08612473,0.29351407,0.20071235,0.3515625,0.66796875,1646721388,81
9,0.118728064,0.31165686,0.38128856,0.52734375,0.48828125,1646721389,82
10,0.08878305,0.25474823,0.29715642,0.65234375,0.359375,1646721389,82
11,0.07580831,0.25268096,0.27589878,0.62890625,0.46875,1646721390,83
12,0.08265406,0.2660569,0.24448183,0.40625,0.5703125,1646721390,83
13,0.08879762,0.244878,0.2221923,0.34765625,0.7421875,1646721390,83
14,0.06967743,0.1948464,0.31023952,0.53125,0.88671875,1646721391,84
15,0.09191608,0.40780076,0.26113203,0.4375,0.1328125,1646721391,84
16,0.08408608,0.30816507,0.23999952,0.421875,0.328125,1646721392,85
17,0.07759921,0.24124564,0.25739774,0.4765625,0.6640625,1646721392,85
18,0.080302104,0.25618893,0.3245589,0.65234375,0.3828125,1646721393,86
19,0.07394169,0.2512505,0.23613204,0.37109375,0.6796875,1646721393,86
20,0.08183971,0.25561622,0.2325551,0.34765625,0.625,1646721393,86
21,0.06823485,0.24986306,0.23403564,0.33984375,0.72265625,1646721394,87
22,0.08025423,0.27725595,0.376536,0.7109375,0.296875,1646721394,87
23,0.07097505,0.25880045,0.2796272,0.609375,0.3984375,1646721394,88
24,0.06251472,0.2560201,0.2147386,0.23046875,0.75,1646721395,88
25,0.06642011,0.26573825,0.21021879,0.28515625,0.7265625,1646721395,88
26,0.0716521,0.2703004,0.18642598,0.27734375,0.73828125,1646721395,89
27,0.06483556,0.25635445,0.2189448,0.3203125,0.7578125,1646721396,89
28,0.068176985,0.25306463,0.28909925,0.734375,0.28125,1646721396,89
29,0.06622654,0.2554662,0.22922687,0.34375,0.6796875,1646721397,90
30,0.06294823,0.25273836,0.2422944,0.3671875,0.61328125,1646721397,90
31,0.063913316,0.25925952,0.2734203,0.56640625,0.4453125,1646721398,91
32,0.06495386,0.2582425,0.2796431,0.52734375,0.484375,1646721398,91
33,0.07553767,0.24762341,0.31066832,0.80078125,0.2890625,1646721398,91
34,0.07740486,0.258878,0.33579385,0.91015625,0.09375,1646721399,92
35,0.06388892,0.2541763,0.2592042,0.54296875,0.43359375,1646721399,92
36,0.069730066,0.25296474,0.28462532,0.71875,0.3046875,1646721400,93
37,0.06278068,0.25475547,0.22279336,0.3046875,0.70703125,1646721400,93
38,0.06577328,0.25284266,0.2562368,0.46484375,0.515625,1646721400,93
39,0.07529097,0.2524006,0.2780714,0.734375,0.2734375,1646721401,94
40,0.061369993,0.2587241,0.20571497,0.22265625,0.76953125,1646721401,94
41,0.057011645,0.25207567,0.2790685,0.75,0.2890625,1646721401,94
42,0.066238776,0.25162822,0.28150266,0.7734375,0.22265625,1646721402,95
43,0.053510323,0.32076505,0.1790736,0.3515625,0.64453125,1646721402,95
44,0.051501803,0.25326598,0.29693753,0.80859375,0.19140625,1646721403,96
45,0.054616705,0.2519682,0.22215414,0.31640625,0.73046875,1646721403,96
46,0.06281446,0.25181225,0.25605017,0.48828125,0.52734375,1646721403,96
47,0.05455359,0.25137654,0.2299847,0.2734375,0.75390625,1646721404,97
48,0.05331111,0.2525198,0.22170657,0.15625,0.81640625,1646721404,97
49,0.06495127,0.25218576,0.2878057,0.81640625,0.18359375,1646721405,98
50,0.055197068,0.25114864,0.25918224,0.5,0.47265625,1646721405,98
51,0.06127268,0.26220027,0.28863806,0.54296875,0.4609375,1646721405,98
52,0.0470772,0.25275224,0.21459259,0.16015625,0.8359375,1646721406,99
53,0.046705913,0.2519367,0.22559166,0.20703125,0.8125,1646721406,99
54,0.05769351,0.25129095,0.25695312,0.51953125,0.48828125,1646721406,100
55,0.05610341,0.25658816,0.20661747,0.1328125,0.86328125,1646721407,100
56,0.051610567,0.2509116,0.24721137,0.45703125,0.5390625,1646721407,100
57,0.04856187,0.25091952,0.2521425,0.4609375,0.52734375,1646721408,101
58,0.060307197,0.25281858,0.25506827,0.5,0.5234375,1646721408,101
59,0.051833563,0.2528319,0.22661589,0.25390625,0.7578125,1646721409,102
60,0.05340752,0.2512504,0.2608854,0.58203125,0.43359375,1646721409,102
61,0.056450985,0.2515604,0.26040578,0.5390625,0.44140625,1646721409,102
62,0.04983635,0.25128192,0.27516398,0.8125,0.19140625,1646721410,103
63,0.059822973,0.26235023,0.18010111,0.08203125,0.9140625,1646721410,103
64,0.04735755,0.25969726,0.32024643,0.66015625,0.34375,1646721410,104
65,0.048891433,0.25265712,0.23675568,0.30078125,0.6953125,1646721411,104
66,0.049721092,0.25595778,0.3115832,0.8125,0.1875,1646721411,104
67,0.04825779,0.25129002,0.25905427,0.515625,0.4765625,1646721412,105
68,0.050950788,0.25099838,0.2469078,0.3515625,0.6484375,1646721412,105
69,0.06278109,0.25142998,0.2414935,0.3671875,0.609375,1646721412,105
70,0.052407723,0.25074708,0.2768504,0.75,0.26953125,1646721413,106
71,0.043487977,0.25048858,0.2617897,0.64453125,0.36328125,1646721413,106
72,0.05798545,0.25287864,0.29711908,0.8828125,0.10546875,1646721414,107
73,0.04803733,0.25151885,0.22888798,0.25390625,0.74609375,1646721414,107
74,0.041455004,0.25056785,0.25334147,0.52734375,0.47265625,1646721414,107
75,0.0445601,0.24890323,0.25183278,0.4921875,0.53515625,1646721415,108
76,0.05508338,0.25259525,0.21290116,0.1328125,0.88671875,1646721415,108
77,0.05349701,0.25069883,0.26768258,0.71484375,0.30078125,1646721415,109
78,0.051540535,0.24948573,0.2660242,0.71875,0.3125,1646721416,109
79,0.04296255,0.25182125,0.2881479,0.80078125,0.21484375,1646721416,109
80,0.057758015,0.26645213,0.17861979,0.16015625,0.84375,1646721417,110
81,0.040283114,0.24986345,0.2617872,0.56640625,0.453125,1646721417,110
82,0.044398185,0.24970451,0.27901918,0.87109375,0.1875,1646721418,111
83,0.049367048,0.2500227,0.22176217,0.18359375,0.84375,1646721418,111
84,0.04581467,0.24755535,0.24957708,0.48046875,0.55859375,1646721418,111
85,0.045169245,0.24863723,0.23696458,0.3203125,0.7265625,1646721419,112
86,0.045596223,0.24902469,0.28692546,0.8203125,0.25,1646721419,112
87,0.050299183,0.24771762,0.25750026,0.5546875,0.515625,1646721419,113
88,0.057372868,0.24821848,0.25901148,0.58203125,0.49609375,1646721420,113
89,0.058955252,0.24620765,0.26870483,0.609375,0.4921875,1646721420,113
90,0.048761547,0.24446246,0.2784706,0.75,0.390625,1646721421,114
91,0.048615277,0.2459337,0.23450299,0.3828125,0.70703125,1646721421,114
92,0.051634785,0.24443132,0.29445592,0.80859375,0.30859375,1646721421,114
93,0.054935478,0.24427621,0.26454958,0.62109375,0.51171875,1646721422,115
94,0.04693821,0.24451986,0.23557235,0.4140625,0.6875,1646721422,115
95,0.041877173,0.24103567,0.2645484,0.546875,0.61328125,1646721423,116
96,0.05311908,0.25009295,0.20202124,0.2421875,0.859375,1646721423,116
97,0.041692898,0.24131441,0.28149748,0.58203125,0.55859375,1646721423,116
98,0.034106776,0.24038471,0.31835383,0.7421875,0.40234375,1646721424,117
99,0.041767593,0.24011391,0.25362197,0.47265625,0.6875,1646721424,117
100,0.040710665,0.23521248,0.29610163,0.71484375,0.46484375,1646721424,118
101,0.04300078,0.2382395,0.29080948,0.6015625,0.56640625,1646721425,118
102,0.039872903,0.24923123,0.18602075,0.16796875,0.90625,1646721425,118
103,0.037852563,0.23660709,0.32048887,0.734375,0.45703125,1646721426,119
104,0.04607767,0.2351225,0.2837531,0.56640625,0.64453125,1646721426,119
105,0.041142426,0.23579875,0.2462801,0.41015625,0.75,1646721426,119
106,0.049326353,0.23531577,0.2783888,0.5859375,0.6640625,1646721427,120
107,0.04515545,0.23338228,0.3288733,0.69921875,0.5078125,1646721427,120
108,0.049892724,0.23500133,0.25193903,0.4453125,0.69921875,1646721427,121
109,0.036671527,0.23872647,0.24306442,0.359375,0.80078125,1646721428,121
110,0.049070507,0.22658733,0.29077896,0.6484375,0.63671875,1646721428,121
111,0.046488315,0.2345344,0.3390498,0.6875,0.49609375,1646721429,122
112,0.042882584,0.22582601,0.3313198,0.68359375,0.6015625,1646721429,122
113,0.0404398,0.23080589,0.3607938,0.7265625,0.46484375,1646721429,122
114,0.045914553,0.22293916,0.3224717,0.65625,0.62890625,1646721430,123
115,0.05021301,0.22334278,0.30800414,0.65625,0.640625,1646721430,123
116,0.04389418,0.22752574,0.31882188,0.5625,0.66796875,1646721430,124
117,0.043381073,0.22670019,0.28882596,0.53515625,0.71875,1646721431,124
118,0.038044825,0.22015452,0.30818442,0.62109375,0.6875,1646721431,124
119,0.0501009,0.2235616,0.37524512,0.6875,0.56640625,1646721432,125
120,0.040992968,0.22281198,0.30296713,0.63671875,0.64453125,1646721432,125
121,0.045419347,0.21746922,0.2837265,0.53515625,0.7734375,1646721432,126
122,0.039394356,0.22174028,0.40412605,0.79296875,0.4921875,1646721433,126
123,0.03635842,0.22216326,0.41004664,0.8359375,0.4453125,1646721433,126
124,0.043791678,0.22001097,0.36340117,0.796875,0.5078125,1646721433,127
125,0.042792674,0.22217356,0.3285029,0.67578125,0.57421875,1646721434,127
126,0.04263732,0.22584431,0.29932988,0.45703125,0.79296875,1646721434,127
127,0.048567697,0.21079442,0.35382918,0.71875,0.625,1646721435,128
128,0.038703185,0.2147866,0.34561464,0.6328125,0.71484375,1646721435,128
129,0.050751876,0.21710595,0.38279217,0.65234375,0.61328125,1646721435,128
130,0.0375083,0.21620086,0.334834,0.58984375,0.6875,1646721436,129
131,0.038123082,0.20946035,0.3152694,0.578125,0.79296875,1646721436,129
132,0.040289838,0.21427786,0.4096671,0.78515625,0.5234375,1646721437,130
133,0.044442058,0.2116914,0.3917837,0.83203125,0.51953125,1646721437,130
134,0.03607429,0.21334472,0.30119786,0.578125,0.74609375,1646721437,130
135,0.044442616,0.21120179,0.31099185,0.64453125,0.703125,1646721438,131
136,0.039641567,0.21772191,0.3052543,0.56640625,0.73046875,1646721438,131
137,0.040119566,0.20987517,0.32616436,0.5859375,0.7109375,1646721439,132
138,0.039661124,0.21862996,0.4176775,0.85546875,0.46875,1646721439,132
139,0.042274427,0.21607107,0.38392213,0.69140625,0.609375,1646721439,132
140,0.0393806,0.21505868,0.39576563,0.68359375,0.61328125,1646721440,133
141,0.040203176,0.21506749,0.46361956,0.8203125,0.45703125,1646721440,133
142,0.041866325,0.2156538,0.4317564,0.7890625,0.53125,1646721441,134
143,0.039205384,0.20902902,0.32088816,0.5859375,0.7265625,1646721441,134
144,0.039280962,0.2143048,0.33062863,0.65234375,0.6328125,1646721441,134
145,0.040328525,0.2046201,0.3314389,0.6796875,0.69140625,1646721442,135
146,0.044985574,0.21385118,0.34018445,0.62109375,0.703125,1646721442,135
147,0.056909397,0.20918769,0.4552758,0.78125,0.55078125,1646721442,135
148,0.03769663,0.20740423,0.3405812,0.6328125,0.6796875,1646721443,136
149,0.036306396,0.20426044,0.35769835,0.69921875,0.6484375,1646721443,136
150,0.036035664,0.19903982,0.3666449,0.71875,0.67578125,1646721444,137
151,0.04208378,0.21347004,0.30913034,0.54296875,0.76953125,1646721444,137
152,0.041276455,0.20752391,0.43622112,0.75390625,0.59375,1646721445,138
153,0.03652001,0.21751155,0.43931523,0.8046875,0.51171875,1646721445,138
154,0.042909395,0.20300083,0.36547062,0.65625,0.73046875,1646721445,138
155,0.03880071,0.20877068,0.36554262,0.640625,0.66015625,1646721446,139
156,0.035330333,0.2083258,0.3839134,0.6953125,0.65234375,1646721446,139
157,0.035975404,0.2035635,0.36678118,0.671875,0.6875,1646721447,140
158,0.03632392,0.20520425,0.44524378,0.77734375,0.58203125,1646721447,140
159,0.039365165,0.20296252,0.34809795,0.625,0.77734375,1646721447,140
160,0.036281623,0.22170416,0.23544309,0.41796875,0.87109375,1646721448,141
161,0.033652686,0.19912317,0.43454257,0.7578125,0.63671875,1646721448,141
162,0.03752948,0.20298651,0.34216878,0.68359375,0.703125,1646721448,141
163,0.039500237,0.20543784,0.34927583,0.58203125,0.734375,1646721449,142
164,0.046419352,0.20021462,0.31031683,0.6015625,0.7734375,1646721449,142
165,0.044076927,0.20682308,0.37337786,0.70703125,0.671875,1646721450,143
166,0.04372394,0.20624115,0.38109374,0.7109375,0.65625,1646721450,143
167,0.042443715,0.20024765,0.49135476,0.83203125,0.5859375,1646721450,143
168,0.036885407,0.20742208,0.42971703,0.7109375,0.62890625,1646721451,144
169,0.04126112,0.21143879,0.4605568,0.84375,0.5234375,1646721451,144
170,0.039929,0.20405014,0.36403617,0.63671875,0.6796875,1646721451,144
171,0.03931316,0.20730671,0.34309098,0.59375,0.78515625,1646721452,145
172,0.044513877,0.20492056,0.32741344,0.5078125,0.80859375,1646721452,145
173,0.037378646,0.19490471,0.33605468,0.60546875,0.78125,1646721453,146
174,0.04160559,0.20052022,0.450317,0.80859375,0.6328125,1646721453,146
175,0.03419098,0.19871287,0.4344722,0.73828125,0.68359375,1646721453,146
176,0.03657907,0.19906214,0.43024597,0.75390625,0.64453125,1646721454,147
177,0.03842561,0.1940838,0.36219782,0.65625,0.76953125,1646721454,148
178,0.031916708,0.19235814,0.41559035,0.734375,0.65625,1646721455,148
179,0.048280895,0.19499817,0.39254472,0.74609375,0.6953125,1646721455,148
180,0.036048822,0.19546457,0.35253942,0.6796875,0.734375,1646721456,149
181,0.035120986,0.19114488,0.40283763,0.6953125,0.73046875,1646721456,149
182,0.036877792,0.20209518,0.48161027,0.7578125,0.609375,1646721456,150
183,0.04076241,0.20365988,0.45989996,0.78125,0.56640625,1646721457,150
184,0.0359663,0.20140082,0.47758842,0.76953125,0.6015625,1646721457,150
185,0.03952448,0.19327539,0.46169135,0.73046875,0.66796875,1646721458,151
186,0.038532034,0.202076,0.41984168,0.71875,0.68359375,1646721458,151
187,0.031938948,0.1976523,0.3083192,0.58203125,0.80078125,1646721458,152
188,0.04487481,0.19633189,0.3411516,0.640625,0.75390625,1646721459,152
189,0.0391095,0.18747202,0.3750319,0.6484375,0.7890625,1646721459,152
190,0.034996316,0.19869864,0.39077327,0.67578125,0.671875,1646721460,153
191,0.04721012,0.19113901,0.38605556,0.6875,0.73828125,1646721460,153
192,0.04169176,0.19604215,0.46570915,0.7734375,0.62890625,1646721460,153
193,0.03799188,0.19989485,0.4135063,0.71484375,0.69921875,1646721461,154
194,0.034941234,0.1954374,0.33403027,0.5859375,0.78515625,1646721461,154
195,0.035291202,0.1990931,0.4049064,0.65625,0.69921875,1646721462,155
196,0.037109613,0.18843514,0.3918012,0.72265625,0.7421875,1646721462,155
197,0.03748744,0.19505927,0.47207308,0.7890625,0.61328125,1646721462,155
198,0.038320526,0.18857545,0.4137906,0.71484375,0.7421875,1646721463,156
199,0.031604327,0.20637462,0.29556602,0.5078125,0.86328125,1646721463,156
